OrderDetailsID,ProductID,OrderItemQuantity,PerUnitPrice,OrderStatus,OrderID,OrderDate,CustomerID,ProductName,CategoryName,ProductDescription,ProductStandardCost,ProductListPrice,Profit,Revenue
279,P279,76,721.99,Pending,7550,2017-05-11,2579,Seagate ST31000340NS - FFP,Storage,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,9.59,54871.24
280,P280,126,579.99,Pending,7551,2015-05-03,2580,Western Digital WD101KRYZ,Storage,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,129.68,73078.74
281,P281,106,295.72,Canceled,7552,2017-02-20,2581,Crucial CT525MX300SSD4,Storage,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",121.92,150.99,29.07,31346.320000000003
282,P282,75,397.42,Shipped,7553,2017-02-20,2582,Western Digital WD2500AAJS,Storage,"Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB",15.23,16.99,1.76,29806.5
283,P283,86,1388.89,Pending,7554,2016-10-10,2583,Western Digital WD20EZRZ,Storage,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,67.34,9.33,119444.54000000001
284,P284,80,645.99,Shipped,7555,2016-10-10,2584,Western Digital WDS256G1X0C,Storage,"Series:Black PCIe,Type:SSD,Capacity:256GB,Cache:N/A",85.87,109.99,24.12,51679.2
285,P285,131,645.99,Shipped,7556,2016-10-02,2585,SanDisk SDSSDHII-480G-G25,Storage,"Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A",102.62,141.56,38.94,84624.69
286,P286,121,1431.99,Canceled,7557,2016-10-02,2586,Kingston  SV300S37A/120G,Storage,"Series:SSDNow V300 Series,Type:SSD,Capacity:120GB,Cache:N/A",45.93,59.87,13.94,173270.79
287,P287,63,479.99,Pending,7558,2016-10-02,2587,Kingston (KVR800D2N6/2G) DDR2 2GB,RAM,"Series:DIMM, Type:DDR2,Capacity:2GB,Frequency:800Mhz",760.0,950.0,190.0,30239.37
288,P288,82,863.98,Shipped,7559,2016-10-02,2588,Hynix Genuine (H15201504-11) 4 GB DDR3,RAM,"Series:Genuine, Type:DDR3, Capacity:4GB, Frequency:N/A",1365.0,1575.0,210.0,70846.36
289,P289,41,645.99,Canceled,7560,2016-09-29,2589,HP (500203-061) 4GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",2980.0,3172.0,192.0,26485.59
290,P290,118,54.99,Canceled,7561,2016-09-29,2590,Corsair Vengeance LPX (CMK8GX4M1A2400C16R) 8GB,RAM,"Series:16-16-16-39, Type:DDR4, Capacity:8GB, Frequency:2400Mhz",5790.0,5990.0,200.0,6488.820000000001
291,P291,133,1199.99,Pending,7562,2016-09-29,2591,Hynix (H15201504-8) Genuine DDR2 2 GB,RAM,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:N/A",299.0,499.0,200.0,159598.67
292,P292,80,1805.97,Shipped,7563,2017-08-24,2592,Hynix 1333FSB 4GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",1565.0,1790.0,225.0,144477.6
293,P293,71,739.99,Pending,7564,2016-08-24,2593,Kingston HyperX FURY (HX318C10F/4) DDR3 4GB,RAM,"Series:HyperX FURY Memory, Type:DDR3, Capacity:4GB, Frequency:N/A",2425.0,2625.0,200.0,52539.29
294,P294,46,80.72,Shipped,7565,2015-06-29,2594,Simmtronics 2GB DDR2 667Mhz,RAM,"Series:N/A, Type:DDR2, Capacity:2GB, Frequency:667Mhz",465.0,699.0,234.0,3713.12
295,P295,120,338.99,Canceled,7566,2017-06-30,2595,Samsung (M378T5263AZ3) 2GB DDR2,RAM,"Series:Original, Type:DDR2, Capacity:2GB, Frequency:N/A",1165.0,1390.0,225.0,40678.8
296,P296,59,1908.73,Pending,7567,2016-06-30,2596,Transcend (JM1333KLN-4G) DDR3 4GB,RAM,"Series:DDR3-1333, Type:DDR3, Capacity:4GB, Frequency:166Mhz",2756.0,2996.0,240.0,112615.07
297,P297,80,1029.99,Shipped,7568,2015-06-30,2597,Kingston (KVR1333D3N9/4G) DDR3 4GB,RAM,"Series:KVR, Type:DDR3, Capacity:4GB, Frequency:N/A",1850.0,2100.0,250.0,82399.2
298,P298,51,2377.09,Shipped,7569,2016-06-30,2598,Adata Premier (AD3U1600C2G11-R) 2GB DDR3,RAM,"Series:premier, Type:DDR3, Capacity:2GB, Frequency:N/A",925.0,1190.0,265.0,121231.59000000001
299,P299,45,41.99,Shipped,7570,2016-06-21,2599,Corsair Vengeance LPX (CMK16GX4M2B3000C15B) 16GB,RAM,"Series:N/A, Type:DDR3, Capacity:16GB, Frequency:N/A",13250.0,14999.0,1749.0,1889.5500000000002
300,P300,122,699.89,Canceled,7571,2013-06-21,2600,Kingston (KVR800D2N6K2) 4GB (2 x 2 GB) DDR2,RAM,"Series:N/A, Type:DDR2, Capacity:4GB, Frequency:N/A",1829.0,2050.0,221.0,85386.58
301,P301,99,800.74,Pending,7572,2016-06-21,2601,Simmtronics 2GB DDR2 800Mhz,RAM,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:800Mhz",585.0,695.0,110.0,79273.26
302,P302,137,57.98,Shipped,7573,2016-06-14,2602,Kingston (KVR1333D3N9/2G) DDR3 2GB,RAM,"Series:DDR, Type:DDR3, Capacity:2GB, Frequency:133Mhz",799.0,999.0,200.0,7943.259999999999
303,P303,37,267.99,Canceled,7574,2016-06-13,2603,Adata XPG (AX3U1600W4G11-RD) 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",2399.0,2499.0,100.0,9915.630000000001
304,P304,130,2998.89,Shipped,7575,2017-03-17,2604,Kingston Fury (HX316C10FB/8) 8 GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:1866Mhz",4150.0,4350.0,200.0,389855.7
305,P305,87,1064.99,Shipped,7576,2017-02-21,2605,Hynix (H15201504-9) Genuine DDR3 2 GB,RAM,"Series:HynixGenuine, Type:DDR3, Capacity:2GB, Frequency:N/A",485.0,590.0,105.0,92654.13
306,P306,149,1199.99,Pending,7577,2017-02-21,2606,G.Skill TridentX (F3-2400C10D-8GTX) DDR3 8GB,RAM,"Series:TridentX, Type:DDR3, Capacity:8GB, Frequency:1600Mhz",12578.0,14540.0,1962.0,178798.51
307,P307,149,2064.99,Canceled,7578,2016-02-17,2607,G.Skill RipjawsX (F3-1600C9Q-32GXM) DDR3 32 GB,RAM,"Series:RipjawX, Type:DDR3, Capacity:32GB, Frequency:1600Mhz",75410.0,78180.0,2770.0,307683.50999999995
308,P308,83,312.67,Pending,7579,2016-02-17,2608,Transcend JetRam (JM1600KLH-8G) DDR3 8GB,RAM,"Series:Jetram, Type:DDR3, Catrapacity:8GB, Frequency:1600Mhz",3250.0,3570.0,320.0,25951.61
309,P309,94,999.99,Canceled,7580,2017-02-10,2609,Kingston HyperX FURY (HX318C10F/8) DDR3 8GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:N/A",4210.0,4540.0,330.0,93999.06
310,P310,79,267.99,Pending,7581,2017-02-10,2610,Kingston HyperX FURY (HX316C10FR/8) DDR3 8GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:1866Mhz",4254.0,4350.0,96.0,21171.21
311,P311,114,1850.0,Shipped,7582,2017-02-10,2611,Transcend JetRam (JM1600KLH-4G) DDR3 4GB,RAM,"Series:Jetram, Type:DDR3, Capacity:4GB, Frequency:N/A",4154.0,4245.0,91.0,210900.0
312,P312,143,789.79,Shipped,7583,2017-01-02,2612,Transcend TS512MLK64V3N DDR3 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1333Mhz",4250.0,4500.0,250.0,112939.97
313,P313,117,671.38,Canceled,7584,2015-12-14,2613,Transcend (TS512MLK64W6H) DDR3 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1600Mhz",2300.0,2549.0,249.0,78551.46
314,P314,114,677.99,Canceled,7585,2015-12-01,2614,Hynix 6671G DDR2 1GB,RAM,"Series:Genuine, Type:DDR2, Capacity:1GB, Frequency:N/A",330.0,330.0,0.0,77290.86
315,P315,129,564.89,Pending,7586,2016-12-01,2615,Kingston ValueRAM (KVR1333D3N9/8G) 8 GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1333Mhz",3800.0,4150.0,350.0,72870.81
316,P316,150,849.99,Pending,7587,2016-11-30,2616,Zion ZHY16004096 4 GB Ddr3,RAM,"Series:ZHY, Type:DDR3, Capacity:4GB, Frequency:N/A",2550.0,2700.0,150.0,127498.5
317,P317,58,1499.89,Canceled,7588,2017-11-01,2617,Kingston KVR (KVR16N11/8-SP) 8 GB DDR3,RAM,"Series:KVR, Type:DDR3, Capacity:8GB, Frequency:N/A",3400.0,3698.0,298.0,86993.62000000001
318,P318,61,1751.99,Shipped,7589,2015-10-27,2618,Hynix (HYMD2GB) 2GB DDR2,RAM,"Series:2, Type:DDR2, Capacity:2GB, Frequency:N/A",498.0,498.0,0.0,106871.39
319,P319,37,519.99,Pending,7590,2015-10-28,2619,Silicon Power (SP008GBLFU240B02) 8GB DDR4,RAM,"Series:Genuine, Type:DDR4, Capacity:8GB, Frequency:N/A",3100.0,3599.0,499.0,19239.63
320,P320,133,749.99,Shipped,7591,2017-02-20,2620,A-DATA (AX4U300038G16-SRS) 8GB DDR4,RAM,"Series:Genuine, Type:DDR4, Capacity:8GB, Frequency:4000Mhz",5000.0,6990.0,1990.0,99748.67
321,P321,37,999.99,Shipped,7592,2017-01-03,2621,Intel Xeon E5-2697 V2,CPU,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,275.5,36999.63
322,P322,121,119.99,Canceled,7593,2017-10-15,2622,Intel Xeon E5-2695 V4,CPU,"Speed:2.1GHz,Cores:18,TDP:120W",1780.35,2269.99,489.64,14518.789999999999
323,P323,55,49.37,Pending,7594,2017-04-09,2623,Intel Xeon E5-2695 V2,CPU,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,466.46,2715.35
324,P324,111,1073.99,Canceled,7595,2017-08-15,2624,Intel Xeon E5-2643 V2 (OEM/Tray),CPU,"Speed:3.5GHz,Cores:6",1940.18,2200.0,259.82,119212.89
325,P325,133,564.89,Shipped,7596,2016-12-01,2625,Intel Xeon E5-2690 (OEM/Tray),CPU,"Speed:2.9GHz,Cores:8",1888.33,2116.72,228.39,75130.37
326,P326,95,640.99,Canceled,7597,2015-04-09,2626,Intel Xeon E5-2687W V3,CPU,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,283.52,60894.05
327,P327,39,1055.99,Shipped,7598,2017-05-11,2627,Intel Xeon E5-2687W V4,CPU,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,318.86,41183.61
328,P328,46,525.99,Canceled,7599,2016-12-03,2628,Intel Xeon E5-2667 V3 (OEM/Tray),CPU,"Speed:3.2GHz,Cores:8,TDP:135W",1504.08,2009.46,505.38,24195.54
329,P329,77,443.72,Pending,7600,2016-12-20,2629,Intel Xeon E5-2690 V4,CPU,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,495.23,34166.44
330,P330,114,745.32,Shipped,7601,2016-08-16,2630,Intel Xeon E5-2690 V3,CPU,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,368.38,84966.48000000001
331,P331,60,645.2,Shipped,7602,2015-05-02,2631,Intel Xeon E5-2470V2,CPU,"Speed:2.4GHz,Cores:10,TDP:95W",1671.95,1904.7,232.75,38712.0
332,P332,87,449.99,Canceled,7603,2016-09-29,2632,Intel Xeon E5-2683 V4,CPU,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,193.04,39149.13
333,P333,92,136.69,Shipped,7604,2016-12-13,2633,Intel Xeon E5-2637 V2 (OEM/Tray),CPU,"Speed:3.5GHz,Cores:4,TDP:130W",1323.12,1850.0,526.88,12575.48
334,P334,83,2116.72,Pending,7605,2016-12-02,2634,Intel Xeon E5-2683 V4 (OEM/Tray),CPU,"Speed:2.1GHz,Cores:16,TDP:120W",1369.83,1844.89,475.06,175687.75999999998
335,P335,106,644.0,Canceled,7606,2016-10-27,2635,Intel Core i7-4960X Extreme Edition,CPU,"Speed:3.6GHz,Cores:6,TDP:130W",1496.43,1805.97,309.54,68264.0
336,P336,43,16.99,Shipped,7607,2016-06-14,2636,Intel Xeon E5-2699 V4 (OEM/Tray),CPU,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,220.38,730.5699999999999
337,P337,74,731.99,Canceled,7608,2016-06-13,2637,Intel Xeon E5-1680 V3 (OEM/Tray),CPU,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,232.14,54167.26
338,P338,85,479.99,Pending,7609,2017-03-17,2638,Intel Xeon E5-2643 V4 (OEM/Tray),CPU,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,483.27,40799.15
339,P339,133,645.99,Canceled,7610,2017-02-21,2639,Intel Core i7-6950X (OEM/Tray),CPU,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,224.81,85916.67
340,P340,75,645.2,Shipped,7611,2017-02-21,2640,Intel Xeon E5-2670 V3,CPU,"Speed:2.3GHz,Cores:12,TDP:120W",1453.94,1676.98,223.04,48390.0
341,P341,50,744.98,Pending,7612,2016-02-17,2641,Intel SSDPECME040T401,Storage,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,7123.66,0.0,37249.0
342,P342,147,573.99,Shipped,7613,2016-02-17,2642,Western Digital WD2003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:2TB,Cache:64MB",7123.66,7123.66,0.0,84376.53
343,P343,76,677.99,Canceled,7614,2017-02-10,2643,Samsung MZ-V6P512BW,Storage,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",7123.66,7123.66,0.0,51527.24
344,P344,128,1003.98,Shipped,7615,2017-02-10,2644,Hitachi HUS724030ALE641,Storage,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",7123.66,7123.66,0.0,128509.44
345,P345,82,443.64,Shipped,7616,2017-02-10,2645,Samsung MZ-V6P2T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB",7123.66,7123.66,0.0,36378.479999999996
346,P346,112,329.99,Pending,7617,2017-01-02,2646,Seagate ST10000DM0004,Storage,"Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",7123.66,7123.66,0.0,36958.880000000005
347,P347,80,59.99,Pending,7618,2015-12-14,2647,ADATA ASU800SS-512GT-C,Storage,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",7123.66,7123.66,0.0,4799.2
348,P348,98,52.65,Pending,7619,2015-12-01,2648,Samsung MZ-V6E1T0,Storage,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",7123.66,7123.66,0.0,5159.7
349,P349,77,1469.96,Canceled,7620,2016-12-01,2649,Western Digital WD1003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",7123.66,7123.66,0.0,113186.92
350,P350,126,1204.98,Shipped,7621,2016-11-30,2650,SanDisk SDSSDA-120G-G26,Storage,"Series:SSD PLUS,Type:SSD",7123.66,7123.66,0.0,151827.48
351,P351,42,2774.98,Shipped,7622,2017-11-01,2651,Crucial CT525MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",7123.66,7123.66,0.0,116549.16
352,P352,88,809.99,Pending,7623,2015-10-27,2652,Hitachi A7K1000-1000,Storage,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",7123.66,7123.66,0.0,71279.12
353,P353,141,704.99,Canceled,7624,2015-10-28,2653,Samsung MZ-V6P1T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB",7123.66,7123.66,0.0,99403.59
354,P354,71,677.99,Shipped,7625,2016-06-21,2654,Samsung MZ-7KE256BW,Storage,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",7123.66,7123.66,0.0,48137.29
355,P355,84,2042.69,Pending,7626,2013-06-21,2655,Seagate ST2000DX002,Storage,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",7123.66,7123.66,0.0,171585.96
356,P356,82,608.95,Shipped,7627,2016-06-21,2656,Western Digital WD5000AACS,Storage,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",7123.66,7123.66,0.0,49933.9
357,P357,81,109.99,Shipped,7628,2016-06-14,2657,SanDisk SDSSDHII-240G-G25,Storage,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0.0,8909.189999999999
358,P358,46,1010.46,Canceled,7629,2016-06-13,2658,PNY SSD7CS1311-120-RB,Storage,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",7123.66,7123.66,0.0,46481.16
359,P359,145,4139.0,Pending,7630,2017-03-17,2659,PNY SSD9SC240GMDA-RB,Storage,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0.0,600155.0
360,P360,134,1756.0,Shipped,7631,2017-02-21,2660,Crucial CT1050MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",7123.66,7123.66,0.0,235304.0
361,P361,113,388.99,Shipped,7632,2017-02-21,2661,Asus ROG STRIX X99 GAMING,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",255.86,319.99,64.13,43955.87
362,P362,59,719.99,Canceled,7633,2016-02-17,2662,Asus SABERTOOTH X99,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",252.57,312.67,60.1,42479.41
363,P363,140,722.99,Pending,7634,2016-02-17,2663,Asus PRIME X299-A,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",274.56,309.85,35.29,101218.6
364,P364,37,3177.44,Shipped,7635,2017-02-10,2664,Gigabyte GA-X99-UD5 WIFI,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",217.83,305.0,87.0,117565.28
365,P365,132,1199.99,Canceled,7636,2017-02-10,2665,ASRock EP2C602-4L/D16,Mother Board,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,76.52,158398.68
366,P366,69,549.59,Shipped,7637,2017-02-10,2666,MSI Z170A KRAIT GAMING 3X,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",245.4,299.89,54.49,37921.71
367,P367,37,699.89,Pending,7638,2017-01-02,2667,MSI Z170 Krait Gaming,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,68.31,25895.93
368,P368,41,645.2,Shipped,7639,2015-12-14,2668,MSI Z170A KRAIT GAMING,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,37.49,26453.2
369,P369,49,799.0,Canceled,7640,2015-12-01,2669,Asus MAXIMUS IX CODE,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,32.83,39151.0
370,P370,112,644.0,Pending,7641,2016-12-01,2670,Asus Sabertooth 990FX,Mother Board,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,43.41,72128.0
371,P371,75,469.99,Shipped,7642,2016-11-30,2671,MSI X99A WORKSTATION,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",239.95,289.97,50.02,35249.25
372,P372,78,443.72,Shipped,7643,2017-11-01,2672,Intel DG43RK,Mother Board,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,70.1,34610.16
373,P373,58,287.0,Shipped,7644,2015-10-27,2673,Asus VANGUARD B85,Mother Board,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",258.1,287.0,28.9,16646.0
374,P374,83,949.89,Canceled,7645,2015-10-28,2674,EVGA Z270 Classified K,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,49.72,78840.87
375,P375,110,419.99,Canceled,7646,2016-10-28,2675,EVGA Classified,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,43.36,46198.9
376,P376,89,1010.46,Canceled,7647,2015-10-28,2676,MSI Z270 XPOWER GAMING TITANIUM,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,70.29,89930.94
377,P377,83,579.99,Pending,7648,2016-09-19,2677,ASRock X299 Taichi,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,68.62,48139.17
378,P378,105,809.99,Shipped,7649,2016-09-14,2678,MSI X299 TOMAHAWK ARCTIC,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,58.06,85048.95
379,P379,60,699.01,Shipped,7650,2016-07-12,2679,Supermicro X10SAT-O,Mother Board,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,74.89,41940.6
380,P380,59,2290.79,Canceled,7651,2017-03-18,2680,ASRock EP2C602-4L/D16,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,53.5,135156.61
381,P381,71,1318.99,Shipped,7652,2017-01-07,2681,EVGA 12G-P4-3992-KR,Video Card,Chipset:GeForce GTX Titan Z,2313.07,2799.99,486.92,93648.29
382,P382,51,588.95,Pending,7653,2017-01-05,2682,AMD 100-505989,Video Card,Chipset:FirePro W9100,2128.67,2699.99,571.32,30036.45
383,P383,103,1638.89,Shipped,7654,2016-02-08,2683,PNY VCQK6000-PB,Video Card,Chipset:Quadro K6000,1740.31,2290.79,550.48,168805.67
384,P384,68,298.98,Pending,7655,2017-02-01,2684,PNY VCQP5000-PB,Video Card,Chipset:Quadro P5000,1602.21,2015.11,412.9,20330.64
385,P385,34,309.85,Canceled,7656,2016-11-17,2685,HP C2J95AT,Video Card,Chipset:Quadro K5000,1715.91,1999.89,283.98,10534.900000000001
386,P386,113,279.99,Shipped,7657,2017-02-20,2686,EVGA 12G-P4-1999-KR,Video Card,Chipset:GeForce GTX Titan X,1328.03,1799.99,471.96,31638.870000000003
387,P387,139,1499.99,Pending,7658,2017-02-14,2687,PNY VCQM5000-PB,Video Card,Chipset:Quadro M5000,1268.42,1759.99,491.57,208498.61000000002
388,P388,144,1199.99,Canceled,7659,2017-02-14,2688,ATI FirePro S9050,Video Card,Chipset:FirePro S9050,1237.04,1699.0,461.96,172798.56
389,P389,99,57.98,Shipped,7660,2017-01-24,2689,AMD 100-5056062,Video Card,Chipset:Vega Frontier Edition Liquid,1343.84,1499.99,156.15,5740.0199999999995
390,P390,101,104.88,Shipped,7661,2016-11-29,2690,PNY VCQK5200-PB,Video Card,Chipset:Quadro K5200,1129.39,1449.98,320.59,10592.88
391,P391,147,811.99,Canceled,7662,2016-11-29,2691,AMD FirePro S7000,Video Card,Chipset:FirePro S7000,936.42,1218.5,282.08,119362.53
392,P392,37,549.59,Shipped,7663,2016-11-29,2692,AMD 100-506061,Video Card,Chipset:Vega Frontier Edition Liquid,706.99,999.99,293.0,20334.83
393,P393,114,588.95,Shipped,7664,2017-09-28,2693,ATI FirePro R5000,Video Card,Chipset:FirePro R5000,760.59,999.99,239.4,67140.3
394,P394,123,282.98,Canceled,7665,2017-09-27,2694,PNY VCQK4200-PB,Video Card,Chipset:Quadro K4200,799.05,949.89,150.84,34806.54
395,P395,82,280.98,Pending,7666,2016-09-27,2695,Asus GTX780TI-3GD5,Video Card,Chipset:GeForce GTX 780 Ti,781.91,899.99,118.08,23040.36
396,P396,32,725.99,Shipped,7667,2017-09-27,2696,MSI GTX 1080 TI LIGHTNING Z,Video Card,Chipset:GeForce GTX 1080 Ti,688.35,873.98,185.63,23231.68
397,P397,66,798.26,Pending,7668,2016-08-16,2697,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,Video Card,Chipset:GeForce GTX 1080 Ti,696.14,864.98,168.84,52685.159999999996
398,P398,82,849.99,Canceled,7669,2016-05-27,2698,MSI GTX 1080 TI LIGHTNING X,Video Card,Chipset:GeForce GTX 1080 Ti,742.94,863.98,121.04,69699.18000000001
399,P399,157,821.99,Shipped,7670,2017-05-27,2699,Zotac ZT-P10810A-10P,Video Card,Chipset:GeForce GTX 1080 Ti,702.35,849.99,147.64,129052.43000000001
400,P400,32,579.59,Canceled,7671,2017-05-27,2700,MSI GAMING,Video Card,Chipset:GeForce GTX 780 Ti,753.18,849.99,96.81,18546.88
